fuel_type,mpg_city,mpg_highway,co2
gasoline,6,10,1269.571429
gasoline,20,28,386.3913043
gasoline,19,28,386.3913043
gasoline,20,29,370.2916667
gasoline,20,28,386.3913043
gasoline,20,29,370.2916667
gasoline,20,28,386.3913043
gasoline,16,26,467.7368421
gasoline,16,24,467.7368421
gasoline,15,21,493.7222222
gasoline,15,21,493.7222222
gasoline,15,21,522.7647059
gasoline,16,23,467.7368421
gasoline,15,21,493.7222222
gasoline,19,25,423.1904762
gasoline,14,20,522.7647059
gasoline,16,24,467.7368421
gasoline,17,24,467.7368421
gasoline,10,19,683.6153846
gasoline,10,19,683.6153846
gasoline,10,15,807.9090909
gasoline,10,15,740.5833333
gasoline,13,20,592.4666667
gasoline,21,26,386.3913043
gasoline,15,22,522.7647059
gasoline,15,22,522.7647059
gasoline,15,22,522.7647059
gasoline,12,14,683.6153846
gasoline,24,31,260.3703704
gasoline,19,25,423.1904762
gasoline,23,29,355.48
gasoline,22,28,370.2916667
gasoline,20,25,403.9545455
gasoline,20,28,305.6521739
gasoline,16,25,467.7368421
gasoline,15,21,522.7647059
gasoline,17,24,467.7368421
gasoline,12,16,634.7857143
gasoline,16,26,467.7368421
gasoline,18,26,423.1904762
gasoline,15,24,493.7222222
gasoline,24,31,341.8076923
gasoline,23,30,341.8076923
gasoline,17,26,444.35
gasoline,17,23,467.7368421
gasoline,19,26,403.9545455
gasoline,18,26,423.1904762
gasoline,16,26,467.7368421
gasoline,15,21,522.7647059
gasoline,15,24,493.7222222
gasoline,12,15,683.6153846
gasoline,13,17,592.4666667
gasoline,12,16,683.6153846
gasoline,12,16,683.6153846
gasoline,20,23,423.1904762
gasoline,14,18,555.4375
gasoline,15,18,555.4375
gasoline,22,28,370.2916667
gasoline,15,22,493.7222222
gasoline,14,18,555.4375
gasoline,14,18,555.4375
gasoline,19,23,423.1904762
gasoline,19,23,423.1904762
gasoline,13,17,592.4666667
gasoline,14,20,555.4375
gasoline,16,27,444.35
gasoline,15,21,522.7647059
gasoline,14,21,522.7647059
gasoline,14,18,592.4666667
gasoline,14,21,555.4375
gasoline,15,22,522.7647059
gasoline,18,26,423.1904762
gasoline,18,25,444.35
gasoline,18,25,444.35
gasoline,18,26,423.1904762
gasoline,18,25,444.35
gasoline,18,25,444.35
gasoline,12,16,634.7857143
gasoline,16,23,493.7222222
gasoline,14,20,555.4375
gasoline,16,23,493.7222222
gasoline,10,13,807.9090909
gasoline,10,13,807.9090909
gasoline,22,30,355.48
gasoline,17,26,444.35
gasoline,14,20,555.4375
gasoline,21,29,370.2916667
diesel,21,24,462.7272727
gasoline,17,26,444.35
gasoline,14,19,555.4375
gasoline,17,27,423.1904762
gasoline,14,20,555.4375
gasoline,13,19,592.4666667
gasoline,18,27,423.1904762
gasoline,18,26,423.1904762
gasoline,16,24,467.7368421
gasoline,17,25,444.35
gasoline,22,32,355.48
gasoline,16,24,467.7368421
gasoline,17,23,467.7368421
gasoline,14,21,522.7647059
gasoline,18,25,444.35
gasoline,21,29,370.2916667
gasoline,17,24,467.7368421
gasoline,13,17,592.4666667
gasoline,15,22,493.7222222
gasoline,18,27,423.1904762
gasoline,16,21,493.7222222
gasoline,16,22,493.7222222
gasoline,8.1,14.1,888.7
gasoline,20,29,370.2916667
gasoline,19,27,403.9545455
gasoline,20,29,386.3913043
gasoline,19,26,403.9545455
gasoline,20,29,370.2916667
gasoline,19,27,403.9545455
gasoline,20,29,386.3913043
gasoline,19,26,403.9545455
gasoline,19,27,403.9545455
gasoline,16,26,467.7368421
gasoline,18,25,423.1904762
gasoline,18,26,423.1904762
gasoline,18,25,423.1904762
gasoline,18,26,423.1904762
gasoline,18,25,423.1904762
gasoline,18,26,423.1904762
gasoline,18,25,423.1904762
gasoline,18,26,423.1904762
gasoline,18,25,444.35
gasoline,18,27,423.1904762
gasoline,19,31,386.3913043
gasoline,18,25,444.35
gasoline,18,27,423.1904762
gasoline,18,25,444.35
gasoline,19,27,403.9545455
gasoline,18,25,423.1904762
gasoline,19,26,403.9545455
gasoline,18,25,423.1904762
gasoline,19,26,403.9545455
gasoline,18,25,423.1904762
gasoline,18.2,27.2,423.1904762
gasoline,11,18,683.6153846
gasoline,15,23,493.7222222
gasoline,25,34,317.3928571
gasoline,27,35,296.2333333
gasoline,24,30,341.8076923
gasoline,27,35,296.2333333
gasoline,27,33,306.4482759
gasoline,27,33,306.4482759
gasoline,22.18,29.4583,355.48
gasoline,20,28,386.3913043
gasoline,20,29,386.3913043
gasoline,11,18,683.6153846
gasoline,17,25,444.35
gasoline,24,34,317.3928571
gasoline,24,35,317.3928571
gasoline,27,36,296.2333333
gasoline,28,34,296.2333333
gasoline,18,26,423.1904762
gasoline,14,21,522.7647059
gasoline,14,21,555.4375
gasoline,22,30,355.48
gasoline,22,30,352.6011111
gasoline,23,33,329.1481481
gasoline,22,29,355.48
gasoline,22,33,341.8076923
gasoline,22,33,345.7649573
gasoline,19,29,378.342711
gasoline,18,29,403.9545455
gasoline,17,26,444.35
gasoline,15,22,493.7222222
gasoline,17.5,26.6,423.1904762
gasoline,16.9,25.2,444.35
gasoline,24.0933,32.4086,329.1481481
gasoline,24.0933,32.4086,329.1481481
gasoline,22,29,355.48
gasoline,20.9,28.6,370.2916667
gasoline,20.17,30.5041,370.2916667
gasoline,19.8,26.8,403.9545455
gasoline,21.2,29.3,370.2916667
gasoline,20.9,28.6,370.2916667
gasoline,17,26,444.35
gasoline,17,24,467.7368421
gasoline,16,24,493.7222222
gasoline,15,23,493.7222222
gasoline,17,23,467.7368421
gasoline,22,29,355.48
gasoline,18,26,423.1904762
gasoline,17,25,444.35
gasoline,18,26,423.1904762
gasoline,17,25,444.35
gasoline,17,23,467.7368421
gasoline,16,24,458.6898496
gasoline,16,24,458.6898496
gasoline,16,24,458.6898496
gasoline,14,21,522.7647059
gasoline,23,29,355.48
gasoline,11,17,683.6153846
gasoline,11,18,634.7857143
gasoline,11,17,683.6153846
hybrid,9.5,12.5,423.1904762
gasoline,19.5,26.1,403.9545455
gasoline,21.2,29.3,370.2916667
gasoline,20.8,29.7,370.2916667
gasoline,18,25,423.1904762
gasoline,18,25,423.1904762
gasoline,17,23,467.7368421
gasoline,16,23,467.7368421
gasoline,15,20,522.7647059
gasoline,18,25,423.1904762
gasoline,18,25,423.1904762
gasoline,17,23,467.7368421
gasoline,18,25,423.1904762
gasoline,18,25,423.1904762
gasoline,17,23,467.7368421
gasoline,15,20,522.7647059
gasoline,18,25,423.1904762
gasoline,18,25,423.1904762
gasoline,44,51,189.0851064
gasoline,17,23,467.7368421
gasoline,17,23,444.35
gasoline,18,24,444.35
gasoline,17,23,467.7368421
gasoline,16,21,493.7222222
gasoline,16,21,493.7222222
gasoline,17,23,444.35
gasoline,18,24,444.35
gasoline,17,23,467.7368421
gasoline,16,21,493.7222222
gasoline,31,39,261.3823529
gasoline,14,18,555.4375
gasoline,14,18,592.4666667
gasoline,17,23,467.7368421
gasoline,17,23,467.7368421
gasoline,19,24,423.1904762
gasoline,16,21,493.7222222
gasoline,17,22,467.7368421
gasoline,17.8,22.9,444.35
diesel,17,24,509
gasoline,14,19,555.4375
gasoline,11,17,683.6153846
gasoline,14,18,555.4375
gasoline,14,18,592.4666667
gasoline,14,19,555.4375
gasoline,13,17,634.7857143
gasoline,12,17,634.7857143
gasoline,15,20,522.7647059
gasoline,13,18,592.4666667
diesel,18,24,509
gasoline,14,19,555.4375
gasoline,23,29,355.48
gasoline,12,14,683.6153846
gasoline,20,27,403.9545455
gasoline,21,29,370.2916667
gasoline,20,28,386.3913043
gasoline,18,23,444.35
gasoline,17,19,493.7222222
gasoline,15,21,522.7647059
gasoline,14,20,555.4375
gasoline,15,18,555.4375
gasoline,13,18,592.4666667
gasoline,17,19,493.7222222
gasoline,12,16,634.7857143
gasoline,15,18,555.4375
gasoline,15,18,555.4375
gasoline,13,16,592.4666667
gasoline,12,18.6,634.7857143
gasoline,9,14,807.9090909
gasoline,14,21,555.4375
gasoline,14,20,555.4375
gasoline,17,26,444.35
gasoline,18,26,421.4285714
gasoline,18,26,423.1904762
gasoline,29,39,269.3030303
gasoline,31,39,261.3823529
gasoline,18,25,432.0083333
gasoline,17,24,444.35
gasoline,17,25,444.35
gasoline,11,17,634.7857143
gasoline,11,18,634.7857143
gasoline,11,17,683.6153846
diesel,28.5,38.54,315
diesel,29,37,318
diesel,28.5,38.54,315
diesel,29,37,318
gasoline,16,23,493.7222222
gasoline,16,25,467.7368421
gasoline,18,26,423.1904762
gasoline,11,18,634.7857143
gasoline,15,23,493.7222222
diesel,29,37,318
diesel,28.5,38.54,315
diesel,29,37,318
gasoline,15,20,522.7647059
gasoline,15,20,522.7647059
gasoline,15,20,522.7647059
gasoline,15,20,522.7647059
gasoline,15,20,522.7647059
gasoline,14,19,555.4375
gasoline,14,19,555.4375
gasoline,14,19,555.4375
gasoline,16,21,493.7222222
gasoline,14,19,555.4375
gasoline,13,16,632.1428571
gasoline,13,18,582.369697
gasoline,13,17,603.5292208
gasoline,13,17,603.5292208
gasoline,15,20,555.4375
gasoline,13,17,632.1428571
gasoline,13,18,582.369697
gasoline,13,17,603.5292208
gasoline,13,17,603.5292208
gasoline,13,17,632.1428571
gasoline,13,17,603.5292208
gasoline,13,17,632.1428571
gasoline,13,17,603.5292208
gasoline,13,17,632.1428571
gasoline,21,28,386.3913043
gasoline,14,21,555.4375
gasoline,22,28,370.2916667
gasoline,19,25,408.3139881
hybrid,17,15.5,277.71875
gasoline,15,20,555.4375
gasoline,21,28,386.3913043
gasoline,22,28,370.2916667
gasoline,19,25,408.3139881
hybrid,17,15.5,277.71875
gasoline,21,28,386.3913043
gasoline,19,25,408.3139881
gasoline,17,21,467.7368421
hybrid,17,15.5,277.71875
gasoline,12,17,634.7857143
gasoline,12,17,634.7857143
gasoline,20,26,403.9545455
gasoline,18,23,446.9964286
hybrid,15,13.5,306.4482759
gasoline,13,16,632.1428571
gasoline,20,26,386.3913043
gasoline,18,23,432.0083333
hybrid,15,13.5,306.4482759
gasoline,18,25,423.1904762
gasoline,16,21,493.7222222
gasoline,10.7,15.2,740.5833333
gasoline,20,26,403.9545455
gasoline,18,23,446.9964286
hybrid,15,13.5,306.4482759
gasoline,11,14,740.5833333
gasoline,11,14,740.5833333
gasoline,11,14,740.5833333
gasoline,11,14,740.5833333
gasoline,11,14,740.5833333
gasoline,17,22,467.7368421
gasoline,16,20,493.7222222
gasoline,22,28,370.2916667
gasoline,21,27,386.3913043
gasoline,19,26,423.1904762
gasoline,17,25,444.35
gasoline,18,25,444.35
gasoline,14,22,522.7647059
gasoline,16,23,467.7368421
gasoline,17,24,467.7368421
gasoline,20,28,386.3913043
gasoline,20,29,386.3913043
gasoline,19,27,403.9545455
gasoline,12,19,592.4666667
gasoline,12,19,592.4666667
gasoline,20,26,403.9545455
gasoline,16,23,493.7222222
gasoline,20,29,386.3913043
gasoline,16,27,444.35
gasoline,20,29,386.3913043
gasoline,17,24,444.35
gasoline,17,27,423.1904762
gasoline,19,27,403.9545455
gasoline,21,31,370.2916667
gasoline,19,28,403.9545455
gasoline,12,19,592.4666667
gasoline,12,18,634.7857143
gasoline,21,30,370.2916667
gasoline,16,27,444.35
gasoline,21,30,370.2916667
gasoline,16,27,444.35
gasoline,22,32,341.8076923
gasoline,12,17,634.7857143
gasoline,17,27,423.1904762
gasoline,26,34,306.4482759
gasoline,26,35,306.4482759
gasoline,19,27,403.9545455
gasoline,11,17,634.7857143
gasoline,13,20,592.4666667
gasoline,19,28,386.3913043
gasoline,21,31,370.2916667
gasoline,19,27,403.9545455
gasoline,20,29,386.3913043
gasoline,31,39,261.3823529
gasoline,19,27,403.9545455
gasoline,17,27,423.1904762
gasoline,17,22,467.7368421
gasoline,19,23,423.1904762
gasoline,15,20,522.7647059
gasoline,17,22,467.7368421
gasoline,19,23,423.1904762
gasoline,15,20,522.7647059
gasoline,16,20,522.7647059
gasoline,19,25,423.1904762
gasoline,23,31,341.8076923
gasoline,20,26,403.9545455
gasoline,17,21,493.7222222
gasoline,15,18,555.4375
gasoline,15,19,555.4375
gasoline,14,19,555.4375
gasoline,15,19,522.7647059
gasoline,17,22,467.7368421
gasoline,16,20,493.7222222
gasoline,14,18,592.4666667
gasoline,16,22,493.7222222
gasoline,23,31,341.8076923
gasoline,16,22,493.7222222
gasoline,15,20,522.7647059
gasoline,15,22,522.7647059
gasoline,15,22,493.7222222
gasoline,15,21,522.7647059
gasoline,16,20,493.7222222
gasoline,15,21,522.7647059
gasoline,15,21,522.7647059
gasoline,15,19,522.7647059
gasoline,15,19,522.7647059
gasoline,20,23,423.1904762
gasoline,14,19,555.4375
gasoline,14,20,555.4375
gasoline,13,18,634.7857143
gasoline,15,20,522.7647059
gasoline,16,20,522.7647059
gasoline,13,18,592.4666667
gasoline,12,18,634.7857143
gasoline,21,26,386.3913043
gasoline,12,16,683.6153846
gasoline,12,16,683.6153846
gasoline,16,22,493.7222222
gasoline,11,13,740.5833333
gasoline,11,14,740.5833333
gasoline,18,26,423.1904762
gasoline,18,22,467.7368421
gasoline,15,22,493.7222222
gasoline,11,16,683.6153846
gasoline,13,18,592.4666667
gasoline,16,21,493.7222222
gasoline,13,18,582.369697
gasoline,15,22,493.7222222
gasoline,13,17,634.7857143
gasoline,11,14,740.5833333
gasoline,13,17,634.7857143
gasoline,11,14,740.5833333
gasoline,11,14,740.5833333
gasoline,16,23,467.7368421
gasoline,12,17,634.7857143
gasoline,10,12,807.9090909
gasoline,19,23,423.1904762
gasoline,12,18,634.7857143
gasoline,12,17,634.7857143
gasoline,19,27,403.9545455
gasoline,17,20,493.7222222
gasoline,16,19,522.7647059
gasoline,15,19,522.7647059
gasoline,17,23,467.7368421
gasoline,20,23,423.1904762
gasoline,16,24,467.7368421
gasoline,16,25,467.7368421
diesel,21,24,462.7272727
gasoline,14,20,555.4375
gasoline,12,19,634.7857143
gasoline,18,28,403.9545455
gasoline,18,27,403.9545455
gasoline,18,26,423.1904762
gasoline,19,26,403.9545455
gasoline,16,21,493.7222222
gasoline,26,34,306.4482759
gasoline,24,31,329.1481481
gasoline,24,30,341.8076923
gasoline,21,28,370.2916667
gasoline,18,27,403.9545455
gasoline,18,26,423.1904762
gasoline,15,20,522.7647059
gasoline,14,20,555.4375
gasoline,15,20,522.7647059
gasoline,16,22,493.7222222
gasoline,21,27,386.3913043
gasoline,17,23,467.7368421
gasoline,16,19,522.7647059
gasoline,13,17,634.7857143
gasoline,15,17,555.4375
gasoline,15,17,555.4375
gasoline,11,12,807.9090909
gasoline,16,19,522.7647059
gasoline,13,17,634.7857143
gasoline,10,13,807.9090909
gasoline,14,18,592.4666667
gasoline,11,14,740.5833333
gasoline,16,20,493.7222222
gasoline,11,14,740.5833333
gasoline,15,17,555.4375
gasoline,15,17,555.4375
gasoline,16,19,522.7647059
gasoline,13,17,634.7857143
gasoline,15,17,555.4375
gasoline,16,19,522.7647059
gasoline,13,17,634.7857143
gasoline,15,19,522.7647059
gasoline,14,17,592.4666667
gasoline,17,23,467.7368421
gasoline,15,19,522.7647059
gasoline,14,15,634.7857143
gasoline,15,19,522.7647059
gasoline,14,17,592.4666667
gasoline,15,22,493.7222222
gasoline,15,20,522.7647059
gasoline,13,18,592.4666667
gasoline,17,24,444.35
gasoline,15,22,522.7647059
gasoline,29,35,286.6774194
gasoline,21,24,403.9545455
gasoline,29,36,277.71875
gasoline,25,34,306.4482759
gasoline,17,25,467.7368421
gasoline,16,22,493.7222222
gasoline,16,21,493.7222222
gasoline,14,20,555.4375
gasoline,28,35,286.6774194
gasoline,27,33,306.4482759
gasoline,27,33,296.2333333
gasoline,14,18,592.4666667
gasoline,22,28,370.2916667
gasoline,15,20,522.7647059
gasoline,19,25,423.1904762
gasoline,22,28,370.2916667
gasoline,19,27,403.9545455
gasoline,11.8,15.7,683.6153846
gasoline,13,18,592.4666667
gasoline,18,24,444.35
gasoline,21,27,370.2916667
gasoline,19,26,423.1904762
gasoline,18,27,423.1904762
gasoline,16,20,522.7647059
gasoline,14,19,610.9833333
gasoline,14,19,610.9833333
gasoline,14,19,610.9833333
gasoline,13,18,610.9833333
gasoline,21,31,355.48
gasoline,22,31,355.48
gasoline,19,28,403.9545455
gasoline,17,25,444.35
gasoline,21,31,355.48
gasoline,22,31,355.48
gasoline,16,21,493.7222222
gasoline,19,29,386.3913043
gasoline,14,20,555.4375
gasoline,19,29,378.342711
gasoline,19,29,378.342711
cng,15,21,413.5294118
cng,15,21,413.5294118
cng,15,21,413.5294118
gasoline,19,24,423.1904762
gasoline,23,27,355.48
gasoline,16,22,493.7222222
gasoline,23,27,355.48
gasoline,21,25,386.3913043
gasoline,15,21,522.7647059
gasoline,14,18,592.4666667
gasoline,15,19,522.7647059
gasoline,23,28,355.48
gasoline,21,24,403.9545455
gasoline,23,28,355.48
gasoline,21,25,386.3913043
gasoline,23,28,355.48
gasoline,18,25,444.35
gasoline,21,24,403.9545455
gasoline,23,28,355.48
gasoline,18,25,444.35
gasoline,15,19,555.4375
gasoline,21,27,386.3913043
gasoline,20,26,403.9545455
gasoline,11,17,683.6153846
gasoline,13,20,592.4666667
gasoline,11,17,683.6153846
gasoline,12,18,634.7857143
gasoline,19,26,423.1904762
gasoline,28,36,286.6774194
gasoline,25,33,317.3928571
gasoline,25,33,317.3928571
gasoline,26,34,306.4482759
gasoline,24,32,329.1481481
gasoline,26,34,306.4482759
gasoline,24,32,329.1481481
gasoline,14,20,555.4375
gasoline,14,20,555.4375
gasoline,14,20,555.4375
gasoline,22,30,355.48
gasoline,15,20,555.4375
gasoline,25,36,306.4482759
gasoline,26,34,306.4482759
gasoline,20.9,29.1,370.2916667
gasoline,28,36,286.6774194
gasoline,25,33,317.3928571
gasoline,26,34,306.4482759
gasoline,24,32,329.1481481
gasoline,9,15,807.9090909
gasoline,9,15,807.9090909
gasoline,14,20,555.4375
gasoline,14,20,555.4375
gasoline,14,20,555.4375
gasoline,18,26,421.4285714
hybrid,20,22.5,211.5952381
gasoline,27,36,296.2333333
gasoline,28,34,286.6774194
hybrid,11,12.5,386.3913043
gasoline,18,26,423.1904762
gasoline,17,25,444.35
gasoline,17,25,444.35
gasoline,19,27,398.6960227
gasoline,9,17,740.5833333
gasoline,19,27,398.6960227
gasoline,17,24,444.35
gasoline,16,24,467.7368421
gasoline,16,23,493.7222222
gasoline,16,24,467.7368421
gasoline,16,23,493.7222222
gasoline,21,30,370.2916667
gasoline,15,22,493.7222222
gasoline,15,22,522.7647059
gasoline,14,20,555.4375
gasoline,17,25,444.35
gasoline,14,21,522.7647059
gasoline,14,20,555.4375
gasoline,23,27,355.48
gasoline,21,25,386.3913043
gasoline,23,29,355.48
gasoline,22,27,370.2916667
gasoline,16,21,493.7222222
gasoline,13,18,592.4666667
gasoline,13,18,582.369697
gasoline,12,17,634.7857143
gasoline,15,24,493.7222222
gasoline,12,17,632.1428571
gasoline,22,28,370.2916667
gasoline,21,27,386.3913043
gasoline,21,28,370.2916667
gasoline,22,27,370.2916667
gasoline,17,23,467.7368421
gasoline,17,22,467.7368421
gasoline,20,27,403.9545455
gasoline,18,24,444.35
gasoline,21,27,386.3913043
gasoline,15,22,493.7222222
gasoline,20,22,423.1904762
gasoline,21,26,386.3913043
gasoline,17,22,467.7368421
gasoline,17,22,467.7368421
gasoline,17,21,493.7222222
gasoline,15,19,522.7647059
gasoline,17,23,467.7368421
hybrid,13.5,12.5,341.8076923
cng,24,36,251.0714286
gasoline,19,26,403.9545455
gasoline,15,23,522.7647059
gasoline,18,25,444.35
gasoline,14,19,540.0104167
gasoline,15,21,503.4977376
gasoline,13,19,582.369697
hybrid,10.5,11,403.9545455
gasoline,15,22,488.9764957
gasoline,14,19,540.0104167
gasoline,15,21,503.4977376
gasoline,13,19,582.369697
hybrid,10.5,11,403.9545455
gasoline,15,23,493.7222222
gasoline,15,22,488.9764957
gasoline,13,18,582.369697
gasoline,15,21,503.4977376
gasoline,12,19,603.5292208
hybrid,10.5,11,423.1904762
gasoline,13,18,582.369697
gasoline,15,21,503.4977376
gasoline,12,19,603.5292208
hybrid,10.5,11,423.1904762
gasoline,12,19,603.5292208
gasoline,15,24,493.7222222
gasoline,14,20,540.0104167
hybrid,10.5,11,403.9545455
gasoline,14,20,540.0104167
gasoline,15,21,503.4977376
gasoline,12,19,603.5292208
gasoline,15,21,503.4977376
gasoline,12,19,603.5292208
gasoline,15,21,503.4977376
hybrid,10.5,11,403.9545455
gasoline,15,21,503.4977376
gasoline,15,23,522.7647059
gasoline,14,20,540.0104167
hybrid,10.5,11,403.9545455
gasoline,15,21,503.4977376
gasoline,14,20,540.0104167
gasoline,12,19,603.5292208
gasoline,20,25,403.9545455
gasoline,18,23,444.35
gasoline,16,21,493.7222222
gasoline,13,20,558.525
gasoline,15,21,503.4977376
gasoline,20,31,370.2916667
gasoline,21,29,370.2916667
hybrid,10.5,11,423.1904762
gasoline,15,21,503.4977376
hybrid,10.5,11,423.1904762
gasoline,13,20,558.525
gasoline,19,24,423.1904762
gasoline,18,23,444.35
gasoline,13,20,555.4375
gasoline,28,37,277.71875
gasoline,25,33,317.3928571
gasoline,25,33,317.3928571
gasoline,22,30,355.48
gasoline,25,33,317.3928571
gasoline,33,41,246.8611111
gasoline,33,41,246.8611111
gasoline,18,28,403.9545455
gasoline,18,28,403.9545455
gasoline,17,24,444.35
gasoline,18,25,444.35
gasoline,11,15,740.5833333
gasoline,11,15,740.5833333
gasoline,22,31,355.48
gasoline,17.6,26.3,423.1904762
gasoline,18,25,423.1904762
gasoline,18,25,444.35
gasoline,18,27,423.1904762
gasoline,18,28,403.9545455
gasoline,18,28,403.9545455
gasoline,18,28,403.9545455
gasoline,18,25,444.35
gasoline,18,25,444.35
gasoline,17,26,444.35
gasoline,18,24,444.35
gasoline,17,26,444.35
gasoline,18,28,403.9545455
gasoline,18,28,403.9545455
gasoline,18,27,423.1904762
gasoline,17,26,444.35
gasoline,17,25,444.35
gasoline,17,25,444.35
gasoline,17,26,444.35
gasoline,17,26,444.35
gasoline,17,26,444.35
gasoline,17,25,444.35
gasoline,17,26,444.35
gasoline,17,25,444.35
gasoline,16,25,467.7368421
gasoline,23,32,341.8076923
gasoline,23,31,341.8076923
gasoline,20,27,386.3913043
gasoline,18,27,423.1904762
gasoline,18,28,403.9545455
gasoline,18,28,403.9545455
gasoline,17,25,444.35
gasoline,22,28,370.2916667
gasoline,17,25,444.35
diesel,23,36,377.037037
gasoline,17,26,444.35
gasoline,17,26,444.35
gasoline,17,25,444.35
gasoline,16,25,467.7368421
gasoline,27,36,286.6774194
gasoline,9,16,807.9090909
gasoline,10,15,740.5833333
gasoline,23,32,329.1481481
gasoline,24,31,329.1481481
gasoline,20,27,386.3913043
gasoline,18,27,423.1904762
hybrid,17.5,16.5,261.3823529
gasoline,26,33,317.3928571
gasoline,26,34,306.4482759
gasoline,24,32,329.1481481
gasoline,28,34,296.2333333
gasoline,26,31,317.3928571
gasoline,13,19,592.4666667
gasoline,23,32,329.1481481
gasoline,10,16,740.5833333
gasoline,10,16,740.5833333
gasoline,18,27,423.1904762
gasoline,17,26,444.35
gasoline,17,25,444.35
gasoline,17,25,444.35
gasoline,17,24,467.7368421
gasoline,16,23,467.7368421
gasoline,19,26,403.9545455
gasoline,16,23,467.7368421
gasoline,26,30,317.3928571
gasoline,18,23,444.35
hybrid,8.5,9.5,493.7222222
gasoline,17,24,444.35
gasoline,17,24,467.7368421
gasoline,15,21,493.7222222
diesel,19,26,462.7272727
gasoline,14,19,555.4375
gasoline,15,21,522.7647059
gasoline,13,18,592.4666667
gasoline,12,17,603.5292208
gasoline,31,37,269.3030303
gasoline,16,21,493.7222222
gasoline,14,20,555.4375
gasoline,11,15,683.6153846
gasoline,18,23,444.35
gasoline,19,24,423.1904762
gasoline,13,22,555.4375
gasoline,13,22,555.4375
gasoline,18,26,423.1904762
gasoline,19,26,403.9545455
gasoline,17,25,467.7368421
gasoline,23,29,355.48
gasoline,24,33,329.1481481
gasoline,16,24,467.7368421
gasoline,17,25,467.7368421
gasoline,16,24,467.7368421
gasoline,16,24,467.7368421
gasoline,16,24,467.7368421
gasoline,13,19,592.4666667
gasoline,12,19,592.4666667
gasoline,16,24,467.7368421
gasoline,17,25,444.35
gasoline,17,25,444.35
gasoline,32,36,261.3823529
gasoline,19,27,403.9545455
gasoline,18,25,444.35
gasoline,23,31,341.8076923
gasoline,23,30,341.8076923
gasoline,21,31,355.48
gasoline,20,29,370.2916667
gasoline,23,30,355.48
gasoline,22,29,355.48
gasoline,16,26,467.7368421
gasoline,19,30,386.3913043
gasoline,36,43,227.8717949
gasoline,17,25,444.35
gasoline,19,27,403.9545455
gasoline,18,25,444.35
hybrid,10,11,423.1904762
gasoline,19,28,403.9545455
gasoline,16,23,467.7368421
gasoline,15,21,522.7647059
gasoline,15,22,493.7222222
gasoline,10,16,740.5833333
gasoline,16,24,467.7368421
gasoline,16,22,493.7222222
gasoline,16,24,467.7368421
gasoline,15,23,493.7222222
gasoline,13,20,592.4666667
gasoline,25,30,329.1481481
gasoline,27,31,306.4482759
gasoline,18,27,423.1904762
gasoline,20,28,386.3913043
gasoline,20,26,386.3913043
gasoline,23,31,341.8076923
gasoline,22,30,355.48
gasoline,16,22,493.7222222
gasoline,21,29,370.2916667
gasoline,19,26,403.9545455
gasoline,18,23,444.35
gasoline,15,22,493.7222222
gasoline,17,25,444.35
gasoline,16,23,467.7368421
gasoline,21,27,386.3913043
gasoline,20,26,403.9545455
gasoline,21,28,370.2916667
gasoline,21,28,370.2916667
gasoline,17,22,467.7368421
hybrid,10.5,12,403.9545455
gasoline,11,15,740.5833333
gasoline,20,28,386.3913043
gasoline,18,25,423.1904762
gasoline,15,20,522.7647059
gasoline,18.504,27.5816,403.9545455
gasoline,18.4821,27.9477,403.9545455
gasoline,18.5595,25.9337,423.1904762
gasoline,16.8405,23.4808,467.7368421
gasoline,16.8405,23.4808,467.7368421
gasoline,18,26,423.1904762
gasoline,13.9,22.1,522.7647059
gasoline,11.9689,18.8752,634.7857143
gasoline,11.6566,18.1914,634.7857143
gasoline,13.7,20.2,555.4375
gasoline,17,22,467.7368421
gasoline,15.9017,23.5225,467.7368421
gasoline,14.9508,21.8268,522.7647059
gasoline,15.6733,22.1476,493.7222222
gasoline,20.189,27.0084,386.3913043
gasoline,18,26,423.1904762
gasoline,16.2544,23.7728,467.7368421
gasoline,19,25,423.1904762
gasoline,15,21,522.7647059
gasoline,17,24,467.7368421
gasoline,28,39,277.71875
gasoline,19,29,386.3913043
gasoline,18.504,27.5816,403.9545455
gasoline,17.7389,26.4672,423.1904762
gasoline,18.504,27.5816,403.9545455
gasoline,21,26,386.3913043
gasoline,18.4821,27.9477,403.9545455
gasoline,19.9494,27.9345,386.3913043
gasoline,17.8625,24.9705,444.35
gasoline,19.1349,27.6478,403.9545455
gasoline,17.732,25.0513,444.35
gasoline,18.504,27.5816,403.9545455
gasoline,18.4821,27.9477,403.9545455
gasoline,16.8503,26,444.35
gasoline,17.7389,26.4672,423.1904762
gasoline,16.5779,25.1748,444.35
gasoline,21,27,386.3913043
gasoline,17.5175,25.4722,444.35
gasoline,19.1349,27.6478,403.9545455
gasoline,19.0188,27.5623,403.9545455
gasoline,19.1349,27.6478,403.9545455
gasoline,19.0188,27.5623,403.9545455
gasoline,18.7432,26.0458,423.1904762
gasoline,18.3537,26.285,423.1904762
gasoline,17.7129,25.8517,423.1904762
gasoline,16.8405,23.4808,467.7368421
gasoline,17.7129,25.8517,423.1904762
gasoline,23,29,355.48
gasoline,16.8405,23.4808,467.7368421
gasoline,13.5178,19.7595,555.4375
gasoline,13.5724,19.8072,555.4375
gasoline,13.9018,20.5036,555.4375
gasoline,13.8138,20.2139,555.4375
